2021-04-05 15:32:00:1415 | test_01_register line:31 test_register |INFO | 开始执行测试案例：未注册的用户名（6位长度用户名与密码）与邮箱注册_注册成功
2021-04-05 16:05:47:9950 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:48:1786 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzAsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.b3wl5kDwcMwFHeEfGyOgJy064UoH4N2IdyWSRwYDVh8', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:48:1796 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：开发人员为空_创建项目失败
2021-04-05 16:05:48:2883 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzAsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.b3wl5kDwcMwFHeEfGyOgJy064UoH4N2IdyWSRwYDVh8'}, 'json': {'name': 'vUagV', 'leader': 'a', 'tester': 'b', 'programmer': '  ', 'publish_app': 'd'}}
2021-04-05 16:05:48:3202 | basi_api line:23 send_http |INFO | 响应结果：{'programmer': ['该字段不能为空。']}
2021-04-05 16:05:48:3212 | test_05_projects line:57 test_add_project |INFO | 开发人员为空_创建项目失败 测试案例执行通过！

2021-04-05 16:05:48:3262 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:48:4728 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzEsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.WttdJMJhLR25J-qejrOoFjPh6LFF2SmtvlTGwH0r_Ms', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:48:4728 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：开发长度>50_创建项目失败
2021-04-05 16:05:48:5905 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzEsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.WttdJMJhLR25J-qejrOoFjPh6LFF2SmtvlTGwH0r_Ms'}, 'json': {'name': 'QwtVR', 'leader': 'a', 'tester': 'b', 'programmer': 'reiNArMqbqoOWzfVIAHBekppVepfEgytfbnfbQubdRNVXlFdLnLptYYrKIhZRYlMxSxhhsAHUSNzZGQGavjKmCPBXnBTdeIuabwtX', 'publish_app': 'd'}}
2021-04-05 16:05:48:6303 | basi_api line:23 send_http |INFO | 响应结果：{'programmer': ['请确保这个字段不能超过 50 个字符。']}
2021-04-05 16:05:48:6313 | test_05_projects line:57 test_add_project |INFO | 开发长度>50_创建项目失败 测试案例执行通过！

2021-04-05 16:05:48:6353 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:48:7839 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzEsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.WttdJMJhLR25J-qejrOoFjPh6LFF2SmtvlTGwH0r_Ms', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:48:7849 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：发布应用为空_创建项目失败
2021-04-05 16:05:48:9136 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzEsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.WttdJMJhLR25J-qejrOoFjPh6LFF2SmtvlTGwH0r_Ms'}, 'json': {'name': 'wzkHl', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': ''}}
2021-04-05 16:05:48:9445 | basi_api line:23 send_http |INFO | 响应结果：{'publish_app': ['该字段不能为空。']}
2021-04-05 16:05:48:9445 | test_05_projects line:57 test_add_project |INFO | 发布应用为空_创建项目失败 测试案例执行通过！

2021-04-05 16:05:48:9495 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:49:1031 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzEsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.WttdJMJhLR25J-qejrOoFjPh6LFF2SmtvlTGwH0r_Ms', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:49:1041 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：发布应用为空_创建项目失败
2021-04-05 16:05:49:1859 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzEsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.WttdJMJhLR25J-qejrOoFjPh6LFF2SmtvlTGwH0r_Ms'}, 'json': {'name': 'MIUbW', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': '  '}}
2021-04-05 16:05:49:2327 | basi_api line:23 send_http |INFO | 响应结果：{'publish_app': ['该字段不能为空。']}
2021-04-05 16:05:49:2327 | test_05_projects line:57 test_add_project |INFO | 发布应用为空_创建项目失败 测试案例执行通过！

2021-04-05 16:05:49:2377 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:49:3993 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.k5AjRUF6Hwl3x0t3ujUaSaJ81KItJ9gjyrJk93AZyJ8', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:49:4003 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：简要描述长度>200_创建项目失败
2021-04-05 16:05:49:5080 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.k5AjRUF6Hwl3x0t3ujUaSaJ81KItJ9gjyrJk93AZyJ8'}, 'json': {'name': 'GcQoM', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'JWKXMsnRWlEddUjgryuqRQylinqSCWDKKjYMjiWsaSkmRiWuKXJWIWlobWZhZZqosrOtzKykOwFUySaEbrkyCQHmmlhuJCSYcXFeQXesSshjlwzTlundLtJeXhUlFjyapcJmYBNsELxDcXdhQGmHkTiKfkpFLTVXQolHSmHnQzKGIVXCEfzJIJbwiPEdONvixaWbnaInu'}}
2021-04-05 16:05:49:5409 | basi_api line:23 send_http |INFO | 响应结果：{'desc': ['请确保这个字段不能超过 200 个字符。']}
2021-04-05 16:05:49:5419 | test_05_projects line:57 test_add_project |INFO | 简要描述长度>200_创建项目失败 测试案例执行通过！

2021-04-05 16:05:49:5918 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:49:7394 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.k5AjRUF6Hwl3x0t3ujUaSaJ81KItJ9gjyrJk93AZyJ8', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:49:7404 | test_06_interfaces line:32 test_interfaces |INFO | 开始执行测试案例：所有参数均正确_创建接口成功
2021-04-05 16:05:49:8960 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.k5AjRUF6Hwl3x0t3ujUaSaJ81KItJ9gjyrJk93AZyJ8'}, 'json': {'name': 'OIJPw', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}}
2021-04-05 16:05:49:9388 | basi_api line:23 send_http |INFO | 响应结果：{'id': 1219, 'create_time': '2021-04-05T16:05:32.635799+08:00', 'name': 'OIJPw', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}
2021-04-05 16:05:49:9388 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/interfaces/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.k5AjRUF6Hwl3x0t3ujUaSaJ81KItJ9gjyrJk93AZyJ8'}, 'json': {'name': 'oGZdp', 'tester': 'a', 'project_id': 1219, 'desc': 'b'}}
2021-04-05 16:05:49:9748 | basi_api line:23 send_http |INFO | 响应结果：{'id': 727, 'name': 'oGZdp', 'tester': 'a', 'project': 'OIJPw', 'project_id': 1219, 'desc': 'b', 'create_time': '2021-04-05T16:05:32.675031+08:00'}
2021-04-05 16:05:49:9748 | wrapper line:23 inner |INFO | 
调用函数:case_interface,
传入参数：((<testcase.test_06_interfaces.TestInterfaces object at 0x000002012F8DA438>, {'title': '所有参数均正确_创建接口成功', 'project_data': {'name': 'OIJPw', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'oGZdp', 'tester': 'a', 'project_id': 1219, 'desc': 'b'}, 'expect': {'status_code': 201, 'msg': {'name': '#name#', 'project_id': '#project_id#'}}, 'sql': 'select name,  project_id from test.tb_interfaces ORDER BY id desc limit 0,1;'}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.k5AjRUF6Hwl3x0t3ujUaSaJ81KItJ9gjyrJk93AZyJ8'})，响应结果：{'status_code': 201, 'data': {'id': 727, 'name': 'oGZdp', 'tester': 'a', 'project': 'OIJPw', 'project_id': 1219, 'desc': 'b', 'create_time': '2021-04-05T16:05:32.675031+08:00'}}
2021-04-05 16:05:49:9917 | test_06_interfaces line:55 test_interfaces |INFO | 所有参数均正确_创建接口成功 测试案例执行通过！

2021-04-05 16:05:49:9967 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:50:1782 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.k5AjRUF6Hwl3x0t3ujUaSaJ81KItJ9gjyrJk93AZyJ8', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:50:1792 | test_06_interfaces line:32 test_interfaces |INFO | 开始执行测试案例：必传参数均正确_创建接口成功
2021-04-05 16:05:50:3089 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.k5AjRUF6Hwl3x0t3ujUaSaJ81KItJ9gjyrJk93AZyJ8'}, 'json': {'name': 'aDTvy', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}}
2021-04-05 16:05:50:3976 | basi_api line:23 send_http |INFO | 响应结果：{'id': 1220, 'create_time': '2021-04-05T16:05:33.092664+08:00', 'name': 'aDTvy', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}
2021-04-05 16:05:50:3986 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/interfaces/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.k5AjRUF6Hwl3x0t3ujUaSaJ81KItJ9gjyrJk93AZyJ8'}, 'json': {'name': 'uzMJEGvUFpQYUwqKUPlAPvSlrYEJIZiJOxXIWFzBIYexRIyYdfPepeiKdBMUdOVvxaMBOGoRayUwgZjhOvbvMTKaBMHlycxsyRrJQJBsvRJVFlaFTzpspTLbaqGVRBnRMvWByZPTlorWgdEwGQZnHbDgCVYjuUDCRHvosqwhBDESiUMLNMZMkeJlzUvHmbgtgxrbmtLm', 'tester': 'jaEmYdASQKDoNwLdLBDNnreUdBhtuhciyjWSsQwtkRBAhaXjAy', 'project_id': 1220}}
2021-04-05 16:05:50:4624 | basi_api line:23 send_http |INFO | 响应结果：{'id': 728, 'name': 'uzMJEGvUFpQYUwqKUPlAPvSlrYEJIZiJOxXIWFzBIYexRIyYdfPepeiKdBMUdOVvxaMBOGoRayUwgZjhOvbvMTKaBMHlycxsyRrJQJBsvRJVFlaFTzpspTLbaqGVRBnRMvWByZPTlorWgdEwGQZnHbDgCVYjuUDCRHvosqwhBDESiUMLNMZMkeJlzUvHmbgtgxrbmtLm', 'tester': 'jaEmYdASQKDoNwLdLBDNnreUdBhtuhciyjWSsQwtkRBAhaXjAy', 'project': 'aDTvy', 'project_id': 1220, 'desc': None, 'create_time': '2021-04-05T16:05:33.161373+08:00'}
2021-04-05 16:05:50:4624 | wrapper line:23 inner |INFO | 
调用函数:case_interface,
传入参数：((<testcase.test_06_interfaces.TestInterfaces object at 0x0000020130742908>, {'title': '必传参数均正确_创建接口成功', 'project_data': {'name': 'aDTvy', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'uzMJEGvUFpQYUwqKUPlAPvSlrYEJIZiJOxXIWFzBIYexRIyYdfPepeiKdBMUdOVvxaMBOGoRayUwgZjhOvbvMTKaBMHlycxsyRrJQJBsvRJVFlaFTzpspTLbaqGVRBnRMvWByZPTlorWgdEwGQZnHbDgCVYjuUDCRHvosqwhBDESiUMLNMZMkeJlzUvHmbgtgxrbmtLm', 'tester': 'jaEmYdASQKDoNwLdLBDNnreUdBhtuhciyjWSsQwtkRBAhaXjAy', 'project_id': 1220}, 'expect': {'status_code': 201, 'msg': {'name': '#name#', 'project_id': '#project_id#'}}, 'sql': 'select name, project_id from test.tb_interfaces ORDER BY id desc limit 0,1;'}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.k5AjRUF6Hwl3x0t3ujUaSaJ81KItJ9gjyrJk93AZyJ8'})，响应结果：{'status_code': 201, 'data': {'id': 728, 'name': 'uzMJEGvUFpQYUwqKUPlAPvSlrYEJIZiJOxXIWFzBIYexRIyYdfPepeiKdBMUdOVvxaMBOGoRayUwgZjhOvbvMTKaBMHlycxsyRrJQJBsvRJVFlaFTzpspTLbaqGVRBnRMvWByZPTlorWgdEwGQZnHbDgCVYjuUDCRHvosqwhBDESiUMLNMZMkeJlzUvHmbgtgxrbmtLm', 'tester': 'jaEmYdASQKDoNwLdLBDNnreUdBhtuhciyjWSsQwtkRBAhaXjAy', 'project': 'aDTvy', 'project_id': 1220, 'desc': None, 'create_time': '2021-04-05T16:05:33.161373+08:00'}}
2021-04-05 16:05:50:4814 | test_06_interfaces line:55 test_interfaces |INFO | 必传参数均正确_创建接口成功 测试案例执行通过！

2021-04-05 16:05:50:4864 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:50:6440 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzMsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.Sr4EpC7en5cDaDVqgjORMhSJQ4L9vx8K_Kn4Jr1QD1k', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:50:6440 | test_06_interfaces line:32 test_interfaces |INFO | 开始执行测试案例：简要描述为空_创建接口成功
2021-04-05 16:05:50:7746 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzMsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.Sr4EpC7en5cDaDVqgjORMhSJQ4L9vx8K_Kn4Jr1QD1k'}, 'json': {'name': 'KRCte', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}}
2021-04-05 16:05:50:8095 | basi_api line:23 send_http |INFO | 响应结果：{'id': 1221, 'create_time': '2021-04-05T16:05:33.508217+08:00', 'name': 'KRCte', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}
2021-04-05 16:05:50:8105 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/interfaces/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzMsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.Sr4EpC7en5cDaDVqgjORMhSJQ4L9vx8K_Kn4Jr1QD1k'}, 'json': {'name': 'ZNsGO', 'tester': 'a', 'project_id': 1221}}
2021-04-05 16:05:50:8564 | basi_api line:23 send_http |INFO | 响应结果：{'id': 729, 'name': 'ZNsGO', 'tester': 'a', 'project': 'KRCte', 'project_id': 1221, 'desc': None, 'create_time': '2021-04-05T16:05:33.556270+08:00'}
2021-04-05 16:05:50:8564 | wrapper line:23 inner |INFO | 
调用函数:case_interface,
传入参数：((<testcase.test_06_interfaces.TestInterfaces object at 0x000002013072FFD0>, {'title': '简要描述为空_创建接口成功', 'project_data': {'name': 'KRCte', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'ZNsGO', 'tester': 'a', 'project_id': 1221, 'desc': ''}, 'expect': {'status_code': 201, 'msg': {'name': '#name#', 'project_id': '#project_id#'}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzMsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.Sr4EpC7en5cDaDVqgjORMhSJQ4L9vx8K_Kn4Jr1QD1k'})，响应结果：{'status_code': 201, 'data': {'id': 729, 'name': 'ZNsGO', 'tester': 'a', 'project': 'KRCte', 'project_id': 1221, 'desc': None, 'create_time': '2021-04-05T16:05:33.556270+08:00'}}
2021-04-05 16:05:50:8574 | test_06_interfaces line:55 test_interfaces |INFO | 简要描述为空_创建接口成功 测试案例执行通过！

2021-04-05 16:05:50:8614 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:51:0080 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzMsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.Sr4EpC7en5cDaDVqgjORMhSJQ4L9vx8K_Kn4Jr1QD1k', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:51:0090 | test_06_interfaces line:32 test_interfaces |INFO | 开始执行测试案例：接口名为空_创建接口失败
2021-04-05 16:05:51:1157 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzMsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.Sr4EpC7en5cDaDVqgjORMhSJQ4L9vx8K_Kn4Jr1QD1k'}, 'json': {'name': 'vxnoH', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}}
2021-04-05 16:05:51:1556 | basi_api line:23 send_http |INFO | 响应结果：{'id': 1222, 'create_time': '2021-04-05T16:05:33.849030+08:00', 'name': 'vxnoH', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}
2021-04-05 16:05:51:1566 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/interfaces/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzMsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.Sr4EpC7en5cDaDVqgjORMhSJQ4L9vx8K_Kn4Jr1QD1k'}, 'json': {'name': '', 'tester': 'a', 'project_id': 1222}}
2021-04-05 16:05:51:1865 | basi_api line:23 send_http |INFO | 响应结果：{'name': ['该字段不能为空。']}
2021-04-05 16:05:51:1865 | wrapper line:23 inner |INFO | 
调用函数:case_interface,
传入参数：((<testcase.test_06_interfaces.TestInterfaces object at 0x0000020130692940>, {'title': '接口名为空_创建接口失败', 'project_data': {'name': 'vxnoH', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': '', 'tester': 'a', 'project_id': 1222}, 'expect': {'status_code': 400, 'msg': {'name': ['该字段不能为空。']}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzMsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.Sr4EpC7en5cDaDVqgjORMhSJQ4L9vx8K_Kn4Jr1QD1k'})，响应结果：{'status_code': 400, 'data': {'name': ['该字段不能为空。']}}
2021-04-05 16:05:51:1875 | test_06_interfaces line:55 test_interfaces |INFO | 接口名为空_创建接口失败 测试案例执行通过！

2021-04-05 16:05:51:1915 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 16:05:51:3501 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTYzMzQsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.kAKnY0o5gqZPf-Xc9rlR4ZWf0hk5FQwrVdWoofgJ__o', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 16:05:51:3511 | test_06_interfaces line:32 test_interfaces |INFO | 开始执行测试案例：接口名为纯空格字符_创建接口失败
